,Unnamed: 0,Port Name,State,Port Code,Border,Date,Measure,Value,Location,location_x,location_y,year,month,agg_month,day_of_the_week,is_week_day
19404,19404,Del Rio,Texas,2302,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,275476,POINT (-100.93 29.330000000000002),-100.93,29.33,2017,3,255,2,1
19444,19444,San Ysidro,California,2504,US-Mexico Border,2017-03-01,Personal Vehicles,1161576,POINT (-117.03 32.54),-117.03,32.54,2017,3,255,2,1
19463,19463,Presidio,Texas,2403,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,121214,POINT (-104.39000000000001 29.56),-104.39,29.56,2017,3,255,2,1
19466,19466,San Ysidro,California,2504,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,1975085,POINT (-117.03 32.54),-117.03,32.54,2017,3,255,2,1
19472,19472,Tornillo-Fabens,Texas,2404,US-Mexico Border,2017-03-01,Pedestrians,3003,POINT (-106.14 31.429999999999996),-106.14,31.43,2017,3,255,2,1
19491,19491,Nogales,Arizona,2604,US-Mexico Border,2017-03-01,Trains,60,POINT (-110.94 31.33),-110.94,31.33,2017,3,255,2,1
19501,19501,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-03-01,Bus Passengers,205,POINT (-106.68 31.78),-106.68,31.78,2017,3,255,2,1
19512,19512,El Paso,Texas,2402,US-Mexico Border,2017-03-01,Buses,1292,POINT (-106.45 31.76),-106.45,31.76,2017,3,255,2,1
19536,19536,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-03-01,Buses,24,POINT (-106.68 31.78),-106.68,31.78,2017,3,255,2,1
19551,19551,Calexico East,California,2507,US-Mexico Border,2017-03-01,Buses,234,POINT (-115.39 32.67),-115.39,32.67,2017,3,255,2,1
19583,19583,Roma,Texas,2310,US-Mexico Border,2017-03-01,Bus Passengers,715,POINT (-99.02 26.4),-99.02,26.4,2017,3,255,2,1
19588,19588,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-03-01,Truck Containers Empty,4388,POINT (-106.68 31.78),-106.68,31.78,2017,3,255,2,1
19597,19597,Nogales,Arizona,2604,US-Mexico Border,2017-03-01,Buses,3539,POINT (-110.94 31.33),-110.94,31.33,2017,3,255,2,1
19604,19604,El Paso,Texas,2402,US-Mexico Border,2017-03-01,Rail Containers Empty,4800,POINT (-106.45 31.76),-106.45,31.76,2017,3,255,2,1
19613,19613,Progreso,Texas,2309,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,244628,POINT (-97.95 26.06),-97.95,26.06,2017,3,255,2,1
19632,19632,Columbus,New Mexico,2406,US-Mexico Border,2017-03-01,Buses,100,POINT (-107.63 31.78),-107.63,31.78,2017,3,255,2,1
19633,19633,Naco,Arizona,2603,US-Mexico Border,2017-03-01,Buses,3,POINT (-109.95 31.33),-109.95,31.33,2017,3,255,2,1
19635,19635,Sasabe,Arizona,2606,US-Mexico Border,2017-03-01,Personal Vehicle Passengers,3914,POINT (-111.54 31.48),-111.54,31.48,2017,3,255,2,1
20338,20338,Eagle Pass,Texas,2303,US-Mexico Border,2017-02-01,Trucks,13152,POINT (-100.51 28.71),-100.51,28.71,2017,2,254,2,1
20377,20377,Rio Grande City,Texas,2307,US-Mexico Border,2017-02-01,Truck Containers Empty,705,POINT (-98.8 26.37),-98.8,26.37,2017,2,254,2,1
20380,20380,Otay Mesa,California,2506,US-Mexico Border,2017-02-01,Rail Containers Empty,397,POINT (-116.94 32.55),-116.94,32.55,2017,2,254,2,1
20394,20394,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-02-01,Personal Vehicles,38135,POINT (-106.68 31.78),-106.68,31.78,2017,2,254,2,1
20444,20444,Tornillo-Fabens,Texas,2404,US-Mexico Border,2017-02-01,Personal Vehicles,22715,POINT (-106.14 31.429999999999996),-106.14,31.43,2017,2,254,2,1
20473,20473,Calexico,California,2503,US-Mexico Border,2017-02-01,Personal Vehicles,332865,POINT (-115.49999999999999 32.66),-115.5,32.66,2017,2,254,2,1
20480,20480,Columbus,New Mexico,2406,US-Mexico Border,2017-02-01,Bus Passengers,1008,POINT (-107.63 31.78),-107.63,31.78,2017,2,254,2,1
20484,20484,Calexico,California,2503,US-Mexico Border,2017-02-01,Personal Vehicle Passengers,584737,POINT (-115.49999999999999 32.66),-115.5,32.66,2017,2,254,2,1
20492,20492,Presidio,Texas,2403,US-Mexico Border,2017-02-01,Truck Containers Empty,313,POINT (-104.39000000000001 29.56),-104.39,29.56,2017,2,254,2,1
20895,20895,Santa Teresa,New Mexico,2408,US-Mexico Border,2017-01-01,Personal Vehicles,50796,POINT (-106.68 31.78),-106.68,31.78,2017,1,253,6,0
20917,20917,Del Rio,Texas,2302,US-Mexico Border,2017-01-01,Pedestrians,15985,POINT (-100.93 29.330000000000002),-100.93,29.33,2017,1,253,6,0
20973,20973,Brownsville,Texas,2301,US-Mexico Border,2017-01-01,Rail Containers Full,750,POINT (-97.5 25.89),-97.5,25.89,2017,1,253,6,0
20996,20996,San Ysidro,California,2504,US-Mexico Border,2017-01-01,Pedestrians,594393,POINT (-117.03 32.54),-117.03,32.54,2017,1,253,6,0
21023,21023,Nogales,Arizona,2604,US-Mexico Border,2017-01-01,Trains,46,POINT (-110.94 31.33),-110.94,31.33,2017,1,253,6,0
21038,21038,El Paso,Texas,2402,US-Mexico Border,2017-01-01,Trains,104,POINT (-106.45 31.76),-106.45,31.76,2017,1,253,6,0
21053,21053,Nogales,Arizona,2604,US-Mexico Border,2017-01-01,Buses,850,POINT (-110.94 31.33),-110.94,31.33,2017,1,253,6,0
21057,21057,Tecate,California,2505,US-Mexico Border,2017-01-01,Pedestrians,55297,POINT (-116.63 32.58),-116.63,32.58,2017,1,253,6,0
21112,21112,Nogales,Arizona,2604,US-Mexico Border,2017-01-01,Bus Passengers,17167,POINT (-110.94 31.33),-110.94,31.33,2017,1,253,6,0
21765,21765,Presidio,Texas,2403,US-Mexico Border,2016-12-01,Trucks,812,POINT (-104.39000000000001 29.56),-104.39,29.56,2016,12,252,3,1
21776,21776,Hidalgo,Texas,2305,US-Mexico Border,2016-12-01,Truck Containers Full,29059,POINT (-98.27 26.1),-98.27,26.1,2016,12,252,3,1
21779,21779,Otay Mesa,California,2506,US-Mexico Border,2016-12-01,Trains,21,POINT (-116.94 32.55),-116.94,32.55,2016,12,252,3,1
21860,21860,Otay Mesa,California,2506,US-Mexico Border,2016-12-01,Personal Vehicle Passengers,1172607,POINT (-116.94 32.55),-116.94,32.55,2016,12,252,3,1
21922,21922,Douglas,Arizona,2601,US-Mexico Border,2016-12-01,Truck Containers Empty,1267,POINT (-109.56 31.33),-109.56,31.33,2016,12,252,3,1
21997,21997,San Luis,Arizona,2608,US-Mexico Border,2016-12-01,Personal Vehicles,268137,POINT (-114.78000000000002 32.49),-114.78,32.49,2016,12,252,3,1
22676,22676,El Paso,Texas,2402,US-Mexico Border,2016-11-01,Trucks,65695,POINT (-106.45 31.76),-106.45,31.76,2016,11,251,1,1
22730,22730,San Ysidro,California,2504,US-Mexico Border,2016-11-01,Buses,2355,POINT (-117.03 32.54),-117.03,32.54,2016,11,251,1,1
22775,22775,Douglas,Arizona,2601,US-Mexico Border,2016-11-01,Personal Vehicle Passengers,241301,POINT (-109.56 31.33),-109.56,31.33,2016,11,251,1,1
22784,22784,San Ysidro,California,2504,US-Mexico Border,2016-11-01,Pedestrians,671585,POINT (-117.03 32.54),-117.03,32.54,2016,11,251,1,1
22840,22840,Santa Teresa,New Mexico,2408,US-Mexico Border,2016-11-01,Trucks,9079,POINT (-106.68 31.78),-106.68,31.78,2016,11,251,1,1
22841,22841,Eagle Pass,Texas,2303,US-Mexico Border,2016-11-01,Trains,253,POINT (-100.51 28.71),-100.51,28.71,2016,11,251,1,1
22849,22849,Laredo,Texas,2304,US-Mexico Border,2016-11-01,Buses,3274,POINT (-99.51 27.5),-99.51,27.5,2016,11,251,1,1
22889,22889,El Paso,Texas,2402,US-Mexico Border,2016-11-01,Truck Containers Full,36068,POINT (-106.45 31.76),-106.45,31.76,2016,11,251,1,1
22891,22891,Eagle Pass,Texas,2303,US-Mexico Border,2016-11-01,Bus Passengers,2000,POINT (-100.51 28.71),-100.51,28.71,2016,11,251,1,1
22911,22911,Calexico East,California,2507,US-Mexico Border,2016-11-01,Trains,21,POINT (-115.39 32.67),-115.39,32.67,2016,11,251,1,1
22924,22924,Tornillo-Fabens,Texas,2404,US-Mexico Border,2016-11-01,Trucks,20,POINT (-106.14 31.429999999999996),-106.14,31.43,2016,11,251,1,1
22937,22937,Roma,Texas,2310,US-Mexico Border,2016-11-01,Bus Passengers,777,POINT (-99.02 26.4),-99.02,26.4,2016,11,251,1,1
23608,23608,Otay Mesa,California,2506,US-Mexico Border,2016-10-01,Personal Vehicle Passengers,1190267,POINT (-116.94 32.55),-116.94,32.55,2016,10,250,5,0
23644,23644,Columbus,New Mexico,2406,US-Mexico Border,2016-10-01,Trucks,2987,POINT (-107.63 31.78),-107.63,31.78,2016,10,250,5,0
23719,23719,Del Rio,Texas,2302,US-Mexico Border,2016-10-01,Truck Containers Empty,1100,POINT (-100.93 29.330000000000002),-100.93,29.33,2016,10,250,5,0
23778,23778,Naco,Arizona,2603,US-Mexico Border,2016-10-01,Personal Vehicles,26043,POINT (-109.95 31.33),-109.95,31.33,2016,10,250,5,0
25156,25156,El Paso,Texas,2402,US-Mexico Border,2016-09-01,Trucks,65898,POINT (-106.45 31.76),-106.45,31.76,2016,9,249,3,1
25215,25215,Brownsville,Texas,2301,US-Mexico Border,2016-08-01,Trains,70,POINT (-97.5 25.89),-97.5,25.89,2016,8,248,0,1
25267,25267,San Ysidro,California,2504,US-Mexico Border,2016-08-01,Bus Passengers,5641,POINT (-117.03 32.54),-117.03,32.54,2016,8,248,0,1
25292,25292,Presidio,Texas,2403,US-Mexico Border,2016-08-01,Pedestrians,7054,POINT (-104.39000000000001 29.56),-104.39,29.56,2016,8,248,0,1
26327,26327,Douglas,Arizona,2601,US-Mexico Border,2016-07-01,Rail Containers Full,0,POINT (-109.56 31.33),-109.56,31.33,2016,7,247,4,1
26412,26412,San Ysidro,California,2504,US-Mexico Border,2016-07-01,Trains,0,POINT (-117.03 32.54),-117.03,32.54,2016,7,247,4,1
26419,26419,Andrade,California,2502,US-Mexico Border,2016-07-01,Personal Vehicles,38982,POINT (-114.73000000000002 32.72),-114.73,32.72,2016,7,247,4,1
26468,26468,Santa Teresa,New Mexico,2408,US-Mexico Border,2016-07-01,Train Passengers,0,POINT (-106.68 31.78),-106.68,31.78,2016,7,247,4,1
26483,26483,Brownsville,Texas,2301,US-Mexico Border,2016-07-01,Rail Containers Full,562,POINT (-97.5 25.89),-97.5,25.89,2016,7,247,4,1
26490,26490,Boquillas,Texas,2410,US-Mexico Border,2016-07-01,Rail Containers Full,0,POINT (-102.95 29.190000000000005),-102.95,29.190000000000005,2016,7,247,4,1
26508,26508,Douglas,Arizona,2601,US-Mexico Border,2016-07-01,Pedestrians,59533,POINT (-109.56 31.33),-109.56,31.33,2016,7,247,4,1
26515,26515,Lukeville,Arizona,2602,US-Mexico Border,2016-07-01,Trucks,11,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2016,7,247,4,1
26532,26532,Santa Teresa,New Mexico,2408,US-Mexico Border,2016-07-01,Personal Vehicles,61489,POINT (-106.68 31.78),-106.68,31.78,2016,7,247,4,1
27752,27752,San Luis,Arizona,2608,US-Mexico Border,2016-06-01,Rail Containers Empty,0,POINT (-114.78000000000002 32.49),-114.78,32.49,2016,6,246,2,1
27762,27762,Otay Mesa,California,2506,US-Mexico Border,2016-06-01,Buses,2946,POINT (-116.94 32.55),-116.94,32.55,2016,6,246,2,1
27783,27783,Naco,Arizona,2603,US-Mexico Border,2016-06-01,Trains,0,POINT (-109.95 31.33),-109.95,31.33,2016,6,246,2,1
27809,27809,Lukeville,Arizona,2602,US-Mexico Border,2016-06-01,Pedestrians,3630,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2016,6,246,2,1
27819,27819,El Paso,Texas,2402,US-Mexico Border,2016-06-01,Personal Vehicles,990983,POINT (-106.45 31.76),-106.45,31.76,2016,6,246,2,1
27976,27976,Boquillas,Texas,2410,US-Mexico Border,2016-06-01,Rail Containers Full,0,POINT (-102.95 29.190000000000005),-102.95,29.190000000000005,2016,6,246,2,1
28009,28009,Hidalgo,Texas,2305,US-Mexico Border,2016-06-01,Personal Vehicles,381372,POINT (-98.27 26.1),-98.27,26.1,2016,6,246,2,1
28030,28030,Hidalgo,Texas,2305,US-Mexico Border,2016-06-01,Bus Passengers,23971,POINT (-98.27 26.1),-98.27,26.1,2016,6,246,2,1
28842,28842,Hidalgo,Texas,2305,US-Mexico Border,2016-05-01,Truck Containers Full,34772,POINT (-98.27 26.1),-98.27,26.1,2016,5,245,6,0
30460,30460,San Luis,Arizona,2608,US-Mexico Border,2016-04-01,Rail Containers Empty,0,POINT (-114.78000000000002 32.49),-114.78,32.49,2016,4,244,4,1
30473,30473,San Ysidro,California,2504,US-Mexico Border,2016-04-01,Bus Passengers,39011,POINT (-117.03 32.54),-117.03,32.54,2016,4,244,4,1
30489,30489,San Ysidro,California,2504,US-Mexico Border,2016-04-01,Train Passengers,0,POINT (-117.03 32.54),-117.03,32.54,2016,4,244,4,1
30503,30503,Columbus,New Mexico,2406,US-Mexico Border,2016-04-01,Buses,115,POINT (-107.63 31.78),-107.63,31.78,2016,4,244,4,1
30512,30512,Calexico East,California,2507,US-Mexico Border,2016-04-01,Rail Containers Empty,639,POINT (-115.39 32.67),-115.39,32.67,2016,4,244,4,1
30540,30540,Douglas,Arizona,2601,US-Mexico Border,2016-04-01,Buses,226,POINT (-109.56 31.33),-109.56,31.33,2016,4,244,4,1
30541,30541,Hidalgo,Texas,2305,US-Mexico Border,2016-04-01,Train Passengers,0,POINT (-98.27 26.1),-98.27,26.1,2016,4,244,4,1
30577,30577,Rio Grande City,Texas,2307,US-Mexico Border,2016-04-01,Personal Vehicles,33303,POINT (-98.8 26.37),-98.8,26.37,2016,4,244,4,1
30578,30578,Rio Grande City,Texas,2307,US-Mexico Border,2016-04-01,Trucks,3318,POINT (-98.8 26.37),-98.8,26.37,2016,4,244,4,1
30591,30591,Tornillo-Fabens,Texas,2404,US-Mexico Border,2016-04-01,Rail Containers Empty,0,POINT (-106.14 31.429999999999996),-106.14,31.43,2016,4,244,4,1
30721,30721,Rio Grande City,Texas,2307,US-Mexico Border,2016-04-01,Train Passengers,0,POINT (-98.8 26.37),-98.8,26.37,2016,4,244,4,1
30726,30726,Roma,Texas,2310,US-Mexico Border,2016-04-01,Personal Vehicles,63487,POINT (-99.02 26.4),-99.02,26.4,2016,4,244,4,1
30743,30743,Sasabe,Arizona,2606,US-Mexico Border,2016-04-01,Bus Passengers,0,POINT (-111.54 31.48),-111.54,31.48,2016,4,244,4,1
31347,31347,Otay Mesa,California,2506,US-Mexico Border,2016-04-01,Trucks,73607,POINT (-116.94 32.55),-116.94,32.55,2016,4,244,4,1
31348,31348,Nogales,Arizona,2604,US-Mexico Border,2016-04-01,Train Passengers,248,POINT (-110.94 31.33),-110.94,31.33,2016,4,244,4,1
31392,31392,Naco,Arizona,2603,US-Mexico Border,2016-03-01,Buses,0,POINT (-109.95 31.33),-109.95,31.33,2016,3,243,1,1
31393,31393,Calexico,California,2503,US-Mexico Border,2016-03-01,Rail Containers Empty,0,POINT (-115.49999999999999 32.66),-115.5,32.66,2016,3,243,1,1
31412,31412,Douglas,Arizona,2601,US-Mexico Border,2016-03-01,Rail Containers Full,0,POINT (-109.56 31.33),-109.56,31.33,2016,3,243,1,1
32889,32889,Otay Mesa,California,2506,US-Mexico Border,2016-02-01,Trains,19,POINT (-116.94 32.55),-116.94,32.55,2016,2,242,0,1
33069,33069,El Paso,Texas,2402,US-Mexico Border,2016-02-01,Rail Containers Empty,4026,POINT (-106.45 31.76),-106.45,31.76,2016,2,242,0,1
33111,33111,Eagle Pass,Texas,2303,US-Mexico Border,2016-02-01,Rail Containers Full,12285,POINT (-100.51 28.71),-100.51,28.71,2016,2,242,0,1
33151,33151,Tecate,California,2505,US-Mexico Border,2016-02-01,Train Passengers,0,POINT (-116.63 32.58),-116.63,32.58,2016,2,242,0,1
33157,33157,Eagle Pass,Texas,2303,US-Mexico Border,2016-02-01,Personal Vehicle Passengers,411199,POINT (-100.51 28.71),-100.51,28.71,2016,2,242,0,1
33173,33173,Lukeville,Arizona,2602,US-Mexico Border,2016-02-01,Rail Containers Empty,0,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2016,2,242,0,1
33189,33189,Naco,Arizona,2603,US-Mexico Border,2016-02-01,Truck Containers Empty,117,POINT (-109.95 31.33),-109.95,31.33,2016,2,242,0,1
33246,33246,Brownsville,Texas,2301,US-Mexico Border,2016-02-01,Trucks,17811,POINT (-97.5 25.89),-97.5,25.89,2016,2,242,0,1
33259,33259,El Paso,Texas,2402,US-Mexico Border,2016-02-01,Truck Containers Full,31769,POINT (-106.45 31.76),-106.45,31.76,2016,2,242,0,1
33352,33352,Rio Grande City,Texas,2307,US-Mexico Border,2016-02-01,Pedestrians,5905,POINT (-98.8 26.37),-98.8,26.37,2016,2,242,0,1
33427,33427,Tecate,California,2505,US-Mexico Border,2016-02-01,Bus Passengers,14,POINT (-116.63 32.58),-116.63,32.58,2016,2,242,0,1
33444,33444,Brownsville,Texas,2301,US-Mexico Border,2016-02-01,Rail Containers Full,1419,POINT (-97.5 25.89),-97.5,25.89,2016,2,242,0,1
34050,34050,Nogales,Arizona,2604,US-Mexico Border,2016-01-01,Truck Containers Empty,4427,POINT (-110.94 31.33),-110.94,31.33,2016,1,241,4,1
34136,34136,Calexico East,California,2507,US-Mexico Border,2016-01-01,Trucks,28080,POINT (-115.39 32.67),-115.39,32.67,2016,1,241,4,1
34244,34244,Tornillo-Fabens,Texas,2404,US-Mexico Border,2016-01-01,Rail Containers Empty,0,POINT (-106.14 31.429999999999996),-106.14,31.43,2016,1,241,4,1
34307,34307,Laredo,Texas,2304,US-Mexico Border,2016-01-01,Bus Passengers,89497,POINT (-99.51 27.5),-99.51,27.5,2016,1,241,4,1
34315,34315,Tecate,California,2505,US-Mexico Border,2016-01-01,Rail Containers Full,0,POINT (-116.63 32.58),-116.63,32.58,2016,1,241,4,1
35596,35596,Naco,Arizona,2603,US-Mexico Border,2015-12-01,Truck Containers Empty,148,POINT (-109.95 31.33),-109.95,31.33,2015,12,240,1,1
35639,35639,Tecate,California,2505,US-Mexico Border,2015-12-01,Truck Containers Full,2560,POINT (-116.63 32.58),-116.63,32.58,2015,12,240,1,1
35651,35651,El Paso,Texas,2402,US-Mexico Border,2015-12-01,Truck Containers Full,29234,POINT (-106.45 31.76),-106.45,31.76,2015,12,240,1,1
35676,35676,Columbus,New Mexico,2406,US-Mexico Border,2015-12-01,Rail Containers Full,0,POINT (-107.63 31.78),-107.63,31.78,2015,12,240,1,1
35812,35812,Lukeville,Arizona,2602,US-Mexico Border,2015-12-01,Rail Containers Empty,0,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2015,12,240,1,1
36509,36509,Naco,Arizona,2603,US-Mexico Border,2015-12-01,Buses,0,POINT (-109.95 31.33),-109.95,31.33,2015,12,240,1,1
36617,36617,Brownsville,Texas,2301,US-Mexico Border,2015-12-01,Personal Vehicle Passengers,821490,POINT (-97.5 25.89),-97.5,25.89,2015,12,240,1,1
37347,37347,Presidio,Texas,2403,US-Mexico Border,2015-11-01,Personal Vehicle Passengers,113918,POINT (-104.39000000000001 29.56),-104.39,29.56,2015,11,239,6,0
37372,37372,Sasabe,Arizona,2606,US-Mexico Border,2015-11-01,Bus Passengers,0,POINT (-111.54 31.48),-111.54,31.48,2015,11,239,6,0
37377,37377,Presidio,Texas,2403,US-Mexico Border,2015-11-01,Personal Vehicles,54703,POINT (-104.39000000000001 29.56),-104.39,29.56,2015,11,239,6,0
37382,37382,Douglas,Arizona,2601,US-Mexico Border,2015-11-01,Trains,0,POINT (-109.56 31.33),-109.56,31.33,2015,11,239,6,0
37386,37386,Tornillo-Fabens,Texas,2404,US-Mexico Border,2015-11-01,Truck Containers Empty,0,POINT (-106.14 31.429999999999996),-106.14,31.43,2015,11,239,6,0
37430,37430,Brownsville,Texas,2301,US-Mexico Border,2015-11-01,Bus Passengers,3785,POINT (-97.5 25.89),-97.5,25.89,2015,11,239,6,0
37558,37558,Calexico East,California,2507,US-Mexico Border,2015-11-01,Buses,240,POINT (-115.39 32.67),-115.39,32.67,2015,11,239,6,0
37601,37601,Calexico,California,2503,US-Mexico Border,2015-11-01,Trucks,0,POINT (-115.49999999999999 32.66),-115.5,32.66,2015,11,239,6,0
37635,37635,Del Rio,Texas,2302,US-Mexico Border,2015-11-01,Train Passengers,0,POINT (-100.93 29.330000000000002),-100.93,29.33,2015,11,239,6,0
38389,38389,Columbus,New Mexico,2406,US-Mexico Border,2015-10-01,Truck Containers Empty,82,POINT (-107.63 31.78),-107.63,31.78,2015,10,238,3,1
38414,38414,Nogales,Arizona,2604,US-Mexico Border,2015-10-01,Train Passengers,260,POINT (-110.94 31.33),-110.94,31.33,2015,10,238,3,1
38428,38428,Roma,Texas,2310,US-Mexico Border,2015-10-01,Bus Passengers,330,POINT (-99.02 26.4),-99.02,26.4,2015,10,238,3,1
38887,38887,Roma,Texas,2310,US-Mexico Border,2015-10-01,Personal Vehicle Passengers,119598,POINT (-99.02 26.4),-99.02,26.4,2015,10,238,3,1
38921,38921,Sasabe,Arizona,2606,US-Mexico Border,2015-10-01,Rail Containers Full,0,POINT (-111.54 31.48),-111.54,31.48,2015,10,238,3,1
38925,38925,Tornillo-Fabens,Texas,2404,US-Mexico Border,2015-10-01,Pedestrians,3553,POINT (-106.14 31.429999999999996),-106.14,31.43,2015,10,238,3,1
38934,38934,Calexico East,California,2507,US-Mexico Border,2015-10-01,Rail Containers Empty,588,POINT (-115.39 32.67),-115.39,32.67,2015,10,238,3,1
38951,38951,Tecate,California,2505,US-Mexico Border,2015-10-01,Trains,0,POINT (-116.63 32.58),-116.63,32.58,2015,10,238,3,1
39005,39005,Brownsville,Texas,2301,US-Mexico Border,2015-10-01,Personal Vehicle Passengers,711836,POINT (-97.5 25.89),-97.5,25.89,2015,10,238,3,1
39871,39871,Lukeville,Arizona,2602,US-Mexico Border,2015-09-01,Trains,0,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2015,9,237,1,1
39900,39900,Progreso,Texas,2309,US-Mexico Border,2015-09-01,Personal Vehicle Passengers,177457,POINT (-97.95 26.06),-97.95,26.06,2015,9,237,1,1
40040,40040,Andrade,California,2502,US-Mexico Border,2015-09-01,Personal Vehicles,39959,POINT (-114.73000000000002 32.72),-114.73,32.72,2015,9,237,1,1
41586,41586,Progreso,Texas,2309,US-Mexico Border,2015-08-01,Bus Passengers,0,POINT (-97.95 26.06),-97.95,26.06,2015,8,236,5,0
41644,41644,Tecate,California,2505,US-Mexico Border,2015-08-01,Truck Containers Full,2786,POINT (-116.63 32.58),-116.63,32.58,2015,8,236,5,0
41712,41712,Otay Mesa,California,2506,US-Mexico Border,2015-08-01,Trains,19,POINT (-116.94 32.55),-116.94,32.55,2015,8,236,5,0
41723,41723,Brownsville,Texas,2301,US-Mexico Border,2015-08-01,Rail Containers Empty,5495,POINT (-97.5 25.89),-97.5,25.89,2015,8,236,5,0
41729,41729,Nogales,Arizona,2604,US-Mexico Border,2015-08-01,Buses,862,POINT (-110.94 31.33),-110.94,31.33,2015,8,236,5,0
41757,41757,Lukeville,Arizona,2602,US-Mexico Border,2015-08-01,Bus Passengers,226,POINT (-112.82 31.880000000000003),-112.82,31.880000000000006,2015,8,236,5,0
42597,42597,Columbus,New Mexico,2406,US-Mexico Border,2015-07-01,Personal Vehicle Passengers,61190,POINT (-107.63 31.78),-107.63,31.78,2015,7,235,2,1
42733,42733,Andrade,California,2502,US-Mexico Border,2015-07-01,Personal Vehicles,40933,POINT (-114.73000000000002 32.72),-114.73,32.72,2015,7,235,2,1
43369,43369,Nogales,Arizona,2604,US-Mexico Border,2015-06-01,Bus Passengers,15168,POINT (-110.94 31.33),-110.94,31.33,2015,6,234,0,1
44261,44261,Calexico,California,2503,US-Mexico Border,2015-06-01,Buses,0,POINT (-115.49999999999999 32.66),-115.5,32.66,2015,6,234,0,1
44270,44270,Douglas,Arizona,2601,US-Mexico Border,2015-06-01,Pedestrians,74018,POINT (-109.56 31.33),-109.56,31.33,2015,6,234,0,1
44281,44281,Andrade,California,2502,US-Mexico Border,2015-06-01,Pedestrians,31884,POINT (-114.73000000000002 32.72),-114.73,32.72,2015,6,234,0,1
44315,44315,San Ysidro,California,2504,US-Mexico Border,2015-06-01,Personal Vehicle Passengers,2128210,POINT (-117.03 32.54),-117.03,32.54,2015,6,234,0,1
44327,44327,Tecate,California,2505,US-Mexico Border,2015-06-01,Personal Vehicle Passengers,147170,POINT (-116.63 32.58),-116.63,32.58,2015,6,234,0,1
44347,44347,Tornillo-Fabens,Texas,2404,US-Mexico Border,2015-06-01,Pedestrians,1787,POINT (-106.14 31.429999999999996),-106.14,31.43,2015,6,234,0,1
44390,44390,Santa Teresa,New Mexico,2408,US-Mexico Border,2015-06-01,Rail Containers Empty,0,POINT (-106.68 31.78),-106.68,31.78,2015,6,234,0,1
44416,44416,Laredo,Texas,2304,US-Mexico Border,2015-06-01,Rail Containers Full,20968,POINT (-99.51 27.5),-99.51,27.5,2015,6,234,0,1
44437,44437,San Luis,Arizona,2608,US-Mexico Border,2015-06-01,Bus Passengers,3,POINT (-114.78000000000002 32.49),-114.78,32.49,2015,6,234,0,1
44461,44461,Laredo,Texas,2304,US-Mexico Border,2015-06-01,Rail Containers Empty,12009,POINT (-99.51 27.5),-99.51,27.5,2015,6,234,0,1
44544,44544,Tornillo-Fabens,Texas,2404,US-Mexico Border,2015-06-01,Bus Passengers,0,POINT (-106.14 31.429999999999996),-106.14,31.43,2015,6,234,0,1
45148,45148,San Ysidro,California,2504,US-Mexico Border,2015-05-01,Personal Vehicles,1235903,POINT (-117.03 32.54),-117.03,32.54,2015,5,233,4,1
45163,45163,San Luis,Arizona,2608,US-Mexico Border,2015-05-01,Personal Vehicle Passengers,485548,POINT (-114.78000000000002 32.49),-114.78,32.49,2015,5,233,4,1
45254,45254,Tecate,California,2505,US-Mexico Border,2015-05-01,Personal Vehicles,77564,POINT (-116.63 32.58),-116.63,32.58,2015,5,233,4,1
45317,45317,Douglas,Arizona,2601,US-Mexico Border,2015-05-01,Pedestrians,96834,POINT (-109.56 31.33),-109.56,31.33,2015,5,233,4,1
45368,45368,San Ysidro,California,2504,US-Mexico Border,2015-05-01,Pedestrians,624197,POINT (-117.03 32.54),-117.03,32.54,2015,5,233,4,1
45441,45441,Andrade,California,2502,US-Mexico Border,2015-05-01,Trucks,0,POINT (-114.73000000000002 32.72),-114.73,32.72,2015,5,233,4,1
47847,47847,Progreso,Texas,2309,US-Mexico Border,2015-03-01,Trucks,3990,POINT (-97.95 26.06),-97.95,26.06,2015,3,231,6,0
47991,47991,Tecate,California,2505,US-Mexico Border,2015-03-01,Rail Containers Empty,0,POINT (-116.63 32.58),-116.63,32.58,2015,3,231,6,0
48072,48072,Calexico East,California,2507,US-Mexico Border,2015-03-01,Truck Containers Empty,13663,POINT (-115.39 32.67),-115.39,32.67,2015,3,231,6,0
48106,48106,Rio Grande City,Texas,2307,US-Mexico Border,2015-03-01,Trucks,3026,POINT (-98.8 26.37),-98.8,26.37,2015,3,231,6,0
48126,48126,El Paso,Texas,2402,US-Mexico Border,2015-03-01,Truck Containers Full,37440,POINT (-106.45 31.76),-106.45,31.76,2015,3,231,6,0
